time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars
1775086560,24186.75,24194.75,24186.25,24194.75,0,0,0,0,0,0
1775086620,24192.25,24195.75,24190,24190,0,0,0,0,0,0
1775086680,24191.25,24191.25,24184.25,24188.75,0,0,0,0,0,0
1775086740,24189.25,24192.5,24188.75,24190,0,0,0,0,0,0
1775086800,24190,24190.75,24186.25,24190.75,0,0,0,0,0,0
1775086860,24191.25,24193.5,24187.75,24192.25,0,0,0,0,0,0
1775086920,24192.5,24192.5,24184.5,24188,0,0,0,0,0,0
1775086980,24188.25,24189,24185.25,24188,0,0,0,0,0,0
1775087040,24187.75,24194.25,24186.75,24193.75,0,0,0,0,0,0
1775087100,24194.5,24197,24189,24192.25,0,0,0,0,0,0
1775087160,24194,24197,24192.75,24195,0,0,0,0,0,0
1775087220,24196.25,24200,24194,24196.5,0,0,0,0,0,0
1775087280,24195.5,24196,24192.75,24196,0,0,0,0,0,0
1775087340,24194.5,24195,24191.5,24192.75,0,0,0,0,0,0
1775087400,24194.25,24196.25,24171.75,24173.5,0,0,0,0,0,0
1775087460,24175.75,24188,24159.25,24186.5,0,0,0,0,0,0
1775087520,24187.75,24197.5,24181.75,24185.25,0,0,0,0,0,0
1775087580,24184.75,24194.25,24184.75,24192.5,0,0,0,0,0,0
1775087640,24192.25,24193.25,24189.75,24189.75,0,0,0,0,0,0
1775087700,24189.75,24189.75,24183,24183,0,0,0,0,0,0
1775087760,24184.5,24191.75,24181.75,24188.25,0,0,0,0,0,0
1775087820,24189,24191.5,24182,24182.75,0,0,0,0,0,0
1775087880,24184.5,24189,24184.5,24189,0,0,0,0,0,0
1775087940,24187.75,24187.75,24180,24183.5,0,0,0,0,0,0
1775088000,24183,24185,24167.25,24173.75,0,0,0,0,0,0
1775088060,24173.5,24180.25,24168,24175.5,0,0,0,0,0,0
1775088120,24175,24179.5,24162,24169.25,0,0,0,0,0,0
1775088180,24167.5,24169,24159.25,24165,0,0,0,0,0,0
1775088240,24166.5,24179,24164.75,24168.25,0,0,0,0,0,0
1775088300,24169,24178.25,24166,24178.25,0,0,0,0,0,0
1775088360,24175,24177.5,24168.5,24170.5,0,0,0,0,0,0
1775088420,24172.25,24172.25,24160.5,24164.75,0,0,0,0,0,0
1775088480,24165,24167.25,24161.25,24164.25,0,0,0,0,0,0
1775088540,24164,24173.75,24162.75,24171.75,0,0,0,0,0,0
1775088600,24171.75,24179.75,24170.25,24173,0,0,0,0,0,0
1775088660,24170.75,24175.25,24160.5,24164,0,0,0,0,0,0
1775088720,24167,24167,24156.75,24159.25,0,0,0,0,0,0
1775088780,24162,24170.75,24160.5,24166.25,0,0,0,0,0,0
1775088840,24166.5,24168.75,24161,24168.75,0,0,0,0,0,0
1775088900,24169,24172,24160,24166.75,0,0,0,0,0,0
1775088960,24165.5,24186.75,24165.5,24185.25,0,0,0,0,0,0
1775089020,24183.75,24185.25,24169,24169,0,0,0,0,0,0
1775089080,24168,24177.5,24167.5,24172.25,0,0,0,0,0,0
1775089140,24172.75,24175.75,24167.25,24172.25,0,0,0,0,0,0
1775089200,24173,24182.25,24170.25,24179.25,0,0,0,0,0,0
1775089260,24179.75,24180.75,24168,24168.5,0,0,0,0,0,0
1775089320,24167,24170.5,24161,24168.5,0,0,0,0,0,0
1775089380,24167.25,24174.75,24167.25,24170.25,0,0,0,0,0,0
1775089440,24171,24175,24165.75,24166.25,0,0,0,0,0,0
1775089500,24167.25,24174,24163.75,24169.75,0,0,0,0,0,0
1775089560,24169.25,24175,24160,24164,0,0,0,0,0,0
1775089620,24163.25,24167.25,24158.25,24165,0,0,0,0,0,0
1775089680,24164.75,24172.5,24164.25,24167,0,0,0,0,0,0
1775089740,24166.25,24169.25,24163.5,24163.5,0,0,0,0,0,0
1775089800,24164.5,24169.75,24161.5,24167.25,0,0,0,0,0,0
1775089860,24167.75,24167.75,24154.5,24160.75,0,0,0,0,0,0
1775089920,24159.25,24167.25,24158.25,24163.25,0,0,0,0,0,0
1775089980,24164.5,24182.75,24164.5,24181.5,0,0,0,0,0,0
1775090040,24182.25,24182.25,24167,24177,0,0,0,0,0,0
1775090100,24174.75,24179,24172.75,24179,0,0,0,0,0,0
1775090160,24179.25,24185,24173.25,24173.25,0,0,0,0,0,0
1775090220,24174.75,24183.5,24171.5,24181,0,0,0,0,0,0
1775090280,24179.75,24179.75,24162,24167.5,0,0,0,0,0,0
1775090340,24168.75,24179.25,24168,24178.5,0,0,0,0,0,0
1775090400,24178.5,24192.25,24174.25,24188.5,0,0,0,0,0,0
1775090460,24187.75,24210,24183.75,24201.5,0,0,0,0,0,0
1775090520,24202.25,24216,24197,24213.75,0,0,0,0,0,0
1775090580,24214,24219.5,24205.75,24218.25,0,0,0,0,0,0
1775090640,24218.5,24229.75,24218.5,24225,0,0,0,0,0,0
1775090700,24225.75,24228.5,24213.5,24218,0,0,0,0,0,0
1775090760,24217.25,24229.5,24217.25,24224.75,0,0,0,0,0,0
1775090820,24224.5,24229.75,24221.25,24221.75,0,0,0,0,0,0
1775090880,24221,24224.5,24214.75,24217,0,0,0,0,0,0
1775090940,24218.75,24226,24217,24220.5,0,0,0,0,0,0
1775091000,24221,24224.5,24216,24218.25,0,0,0,0,0,0
1775091060,24218.75,24219.5,24210,24212.25,0,0,0,0,0,0
1775091120,24213.25,24215.5,24208.25,24209.75,0,0,0,0,0,0
1775091180,24209.25,24227.5,24208.75,24225.25,0,0,0,0,0,0
1775091240,24225.5,24227.75,24212.75,24219,0,0,0,0,0,0
1775091300,24218.5,24222,24207.5,24208,0,0,0,0,0,0
1775091360,24208.5,24218.75,24207.75,24215.5,0,0,0,0,0,0
1775091420,24216,24225.75,24216,24224.5,0,0,0,0,0,0
1775091480,24225.25,24243.25,24225.25,24239,0,0,0,0,0,0
1775091540,24238.5,24245.75,24226.75,24236.25,0,0,0,0,0,0
1775091600,24236,24240,24183,24197.75,0,0,0,0,0,0
1775091660,24196.5,24207.75,24192.25,24202.5,0,0,0,0,0,0
1775091720,24205.25,24211.75,24182,24191,0,0,0,0,0,0
1775091780,24190.75,24197.75,24111.5,24132.5,0,0,0,0,0,0
1775091840,24138,24177,24138,24149.75,0,0,0,0,0,0
1775091900,24152.25,24152.25,24086,24112.75,0,0,0,0,0,0
1775091960,24110.75,24121.5,24084.5,24088.75,0,0,0,0,0,0
1775092020,24091.75,24124.25,24083.75,24094.75,0,0,0,0,0,0
1775092080,24096.75,24137.5,24090.25,24129.75,0,0,0,0,0,0
1775092140,24126.75,24151.25,24124,24142.25,0,0,0,0,0,0
1775092200,24144,24196.5,24133.25,24188.25,0,0,0,0,0,0
1775092260,24191.25,24235,24154.25,24175.75,0,0,0,0,0,0
1775092320,24175.75,24180.75,24124,24129.75,0,0,0,0,0,0
1775092380,24133.5,24158.5,24130,24144.75,0,0,0,0,0,0
1775092440,24146.5,24157.75,24132.5,24141.25,0,0,0,0,0,0
1775092500,24139.75,24142.5,24110,24111.75,0,0,0,0,0,0
1775092560,24111.5,24148.75,24075,24094,0,0,0,0,0,0
1775092620,24097,24114.25,24035.75,24038,0,0,0,0,0,0
1775092680,24038,24058,24007,24012.25,0,0,0,0,0,0
1775092740,24012,24026.75,23981.5,23996.75,0,0,0,0,0,0
1775092800,23997,24038.5,23984,24036,0,0,0,0,0,0
1775092860,24038.75,24061.5,23987.75,23994.5,0,0,0,0,0,0
1775092920,23995,24013.75,23975.25,23990.75,0,0,0,0,0,0
1775092980,23991,24019,23984.5,24002.75,0,0,0,0,0,0
1775093040,24002.5,24008.25,23991,23996.25,0,0,0,0,0,0
1775093100,23994.5,24006.25,23962,23976.25,0,0,0,0,0,0
1775093160,23976.25,23987,23965.25,23977.5,0,0,0,0,0,0
1775093220,23973,23989.75,23963.25,23988.5,0,0,0,0,0,0
1775093280,23985,23996.25,23978.75,23994,0,0,0,0,0,0
1775093340,23994.5,24000,23973,23973,0,0,0,0,0,0
1775093400,23974.75,23978.75,23935.25,23940.25,0,0,0,0,0,0
1775093460,23940.5,23946.5,23916.5,23925.25,0,0,0,0,0,0
1775093520,23926.25,23932.75,23916,23929.75,0,0,0,0,0,0
1775093580,23929.5,23942,23915,23917.5,0,0,0,0,0,0
1775093640,23917.75,23943.25,23916,23942.25,0,0,0,0,0,0
1775093700,23941,23961.75,23941,23958.25,0,0,0,0,0,0
1775093760,23960.5,23974.75,23953.25,23960.5,0,0,0,0,0,0
1775093820,23962,23972,23954.75,23960,0,0,0,0,0,0
1775093880,23960.75,23971.5,23949.75,23953,0,0,0,0,0,0
1775093940,23952.25,23969.5,23938.25,23969.25,0,0,0,0,0,0
1775094000,23968.25,23976,23956.75,23964.5,0,0,0,0,0,0
1775094060,23966.25,23975.5,23957.75,23961,0,0,0,0,0,0
1775094120,23963.5,23974,23952,23957.25,0,0,0,0,0,0
1775094180,23954.75,23967.75,23950,23956.5,0,0,0,0,0,0
1775094240,23957.5,23967.25,23945,23950.75,0,0,0,0,0,0
1775094300,23948.75,23951.25,23930.5,23930.5,0,0,0,0,0,0
1775094360,23930.25,23943.5,23928.25,23938.25,0,0,0,0,0,0
1775094420,23936.25,23936.25,23914.25,23919.25,0,0,0,0,0,0
1775094480,23919.25,23940.25,23912.5,23933.5,0,0,0,0,0,0
1775094540,23932.75,23949.25,23930,23942.25,0,0,0,0,0,0
1775094600,23940.75,23948.5,23933.5,23946.5,0,0,0,0,0,0
1775094660,23945.5,23958.25,23945.25,23955,0,0,0,0,0,0
1775094720,23955.75,23960,23949.75,23952,0,0,0,0,0,0
1775094780,23955,23958.5,23944.5,23945.75,0,0,0,0,0,0
1775094840,23947,23949.25,23929.5,23944.5,0,0,0,0,0,0
1775094900,23944.75,23962.25,23937.5,23957.5,0,0,0,0,0,0
1775094960,23957,23962.25,23938,23939.25,0,0,0,0,0,0
1775095020,23939,23951.25,23933,23944.75,0,0,0,0,0,0
1775095080,23943.25,23953,23941.75,23942,0,0,0,0,0,0
1775095140,23942.75,23950.75,23938.5,23938.5,0,0,0,0,0,0
1775095200,23940.5,23951.5,23934.25,23946,0,0,0,0,0,0
1775095260,23943,23944.25,23932.75,23933.75,0,0,0,0,0,0
1775095320,23934.75,23946.25,23931.5,23945,0,0,0,0,0,0
1775095380,23942.75,23946.5,23936.75,23938.25,0,0,0,0,0,0
1775095440,23938.25,23946.5,23937.25,23943,0,0,0,0,0,0
1775095500,23944,23952,23934,23938,0,0,0,0,0,0
1775095560,23937.25,23956,23937.25,23955,0,0,0,0,0,0
1775095620,23955.25,23967,23953,23960.25,0,0,0,0,0,0
1775095680,23960.5,23961.75,23925,23925,0,0,0,0,0,0
1775095740,23925.75,23926.5,23911.5,23922.75,0,0,0,0,0,0
1775095800,23922,23923.75,23908,23920,0,0,0,0,0,0
1775095860,23920,23922.75,23900,23902.75,0,0,0,0,0,0
1775095920,23904,23909.5,23890.75,23899.25,0,0,0,0,0,0
1775095980,23899.75,23900.5,23888.25,23892,0,0,0,0,0,0
1775096040,23891.5,23892.5,23862,23874.25,0,0,0,0,0,0
1775096100,23875,23904.25,23873,23897.75,0,0,0,0,0,0
1775096160,23897.25,23903.25,23892.5,23892.5,0,0,0,0,0,0
1775096220,23893.25,23895.25,23884,23894.25,0,0,0,0,0,0
1775096280,23892.25,23899.25,23887.25,23896.75,0,0,0,0,0,0
1775096340,23898.25,23899,23887.5,23893,0,0,0,0,0,0
1775096400,23892.75,23893,23884.5,23885.5,0,0,0,0,0,0
1775096460,23886.5,23890,23879.5,23886.25,0,0,0,0,0,0
1775096520,23886,23890,23881,23882,0,0,0,0,0,0
1775096580,23883,23886.5,23874.75,23877,0,0,0,0,0,0
1775096640,23877.75,23894.25,23874.25,23890.25,0,0,0,0,0,0
1775096700,23890,23892.5,23885.25,23886.5,0,0,0,0,0,0
1775096760,23884.75,23884.75,23869.5,23872.25,0,0,0,0,0,0
1775096820,23871.25,23878.75,23870.25,23875.5,0,0,0,0,0,0
1775096880,23876.5,23883.5,23872.25,23874.75,0,0,0,0,0,0
1775096940,23873.75,23875.25,23866,23868,0,0,0,0,0,0
1775097000,23868.25,23880.25,23864,23874.25,0,0,0,0,0,0
1775097060,23874.75,23874.75,23864.25,23868.25,0,0,0,0,0,0
1775097120,23870,23870,23860.25,23866.25,0,0,0,0,0,0
1775097180,23866,23877,23861,23874.25,0,0,0,0,0,0
1775097240,23873.75,23879.5,23866.75,23878.25,0,0,0,0,0,0
1775097300,23881,23884.5,23872.25,23880.75,0,0,0,0,0,0
1775097360,23879.5,23880.25,23871,23874,0,0,0,0,0,0
1775097420,23874.5,23874.5,23857.25,23859.75,0,0,0,0,0,0
1775097480,23860,23876.5,23856,23869,0,0,0,0,0,0
1775097540,23869.75,23869.75,23858,23861,0,0,0,0,0,0
1775097600,23861.25,23869.75,23857,23868.75,0,0,0,0,0,0
1775097660,23869.5,23870.5,23860.5,23868,0,0,0,0,0,0
1775097720,23867.5,23873,23865,23869.25,0,0,0,0,0,0
1775097780,23871.5,23872.75,23861,23866.75,0,0,0,0,0,0
1775097840,23866.75,23875.5,23865,23872.5,0,0,0,0,0,0
1775097900,23871.25,23886.5,23869.5,23879.75,0,0,0,0,0,0
1775097960,23879.5,23887.25,23877,23886.5,0,0,0,0,0,0
1775098020,23884.75,23884.75,23872.25,23872.25,0,0,0,0,0,0
1775098080,23875,23876,23863.25,23869.25,0,0,0,0,0,0
1775098140,23868,23873.25,23865.5,23871.75,0,0,0,0,0,0
1775098200,23871.75,23879.75,23869.5,23877.75,0,0,0,0,0,0
1775098260,23878.5,23882,23873.25,23877.5,0,0,0,0,0,0
1775098320,23877,23888.75,23877,23886.5,0,0,0,0,0,0
1775098380,23886.25,23886.25,23875.5,23876,0,0,0,0,0,0
1775098440,23878.25,23881.5,23876.25,23878.75,0,0,0,0,0,0
1775098500,23879.75,23887.25,23879.75,23885.5,0,0,0,0,0,0
1775098560,23885,23888.5,23877.5,23880.75,0,0,0,0,0,0
1775098620,23880.75,23890,23880.75,23889.75,0,0,0,0,0,0
1775098680,23890,23894.75,23884.5,23884.75,0,0,0,0,0,0
1775098740,23885.5,23889.75,23884,23884.75,0,0,0,0,0,0
1775098800,23885.5,23885.5,23872.5,23874,0,0,0,0,0,0
1775098860,23876,23877,23865,23865,0,0,0,0,0,0
1775098920,23866.5,23867.75,23856.5,23857.5,0,0,0,0,0,0
1775098980,23858.25,23861.5,23851.75,23858.75,0,0,0,0,0,0
1775099040,23858,23869.5,23858,23861.75,0,0,0,0,0,0
1775099100,23861.75,23873,23859.25,23867.75,0,0,0,0,0,0
1775099160,23867.5,23877.5,23866.5,23872.5,0,0,0,0,0,0
1775099220,23872.75,23876,23870,23870.75,0,0,0,0,0,0
1775099280,23868.75,23877,23868.25,23876.5,0,0,0,0,0,0
1775099340,23876,23876,23867.25,23871.75,0,0,0,0,0,0
1775099400,23870.75,23872,23863,23869.5,0,0,0,0,0,0
1775099460,23869,23874.25,23868.25,23870.25,0,0,0,0,0,0
1775099520,23872,23875.5,23868,23874.75,0,0,0,0,0,0
1775099580,23875.25,23877.25,23873,23874,0,0,0,0,0,0
1775099640,23875,23876,23872,23872,0,0,0,0,0,0
1775099700,23872.75,23884.25,23872,23880.5,0,0,0,0,0,0
1775099760,23879.5,23879.75,23872.75,23879.75,0,0,0,0,0,0
1775099820,23878.75,23878.75,23870.75,23876.75,0,0,0,0,0,0
1775099880,23877.25,23884.5,23876.5,23876.5,0,0,0,0,0,0
1775099940,23877.75,23882.75,23877.75,23879.75,0,0,0,0,0,0
1775100000,23879.75,23879.75,23872.5,23876.25,0,0,0,0,0,0
1775100060,23874.75,23886.25,23872.5,23885.75,0,0,0,0,0,0
1775100120,23886,23886,23880,23885,0,0,0,0,0,0
1775100180,23884.25,23891.25,23882.75,23885,0,0,0,0,0,0
1775100240,23885.25,23893.75,23885,23892.5,0,0,0,0,0,0
1775100300,23893.5,23894.75,23888,23889.5,0,0,0,0,0,0
1775100360,23889.5,23892.75,23888.5,23891.75,0,0,0,0,0,0
1775100420,23891,23891,23878,23880,0,0,0,0,0,0
1775100480,23881,23882,23877.75,23881.5,0,0,0,0,0,0
1775100540,23881.5,23881.5,23876.25,23879.75,0,0,0,0,0,0
1775100600,23879.5,23879.5,23870,23878.5,0,0,0,0,0,0
1775100660,23877.5,23884.75,23872,23872.25,0,0,0,0,0,0
1775100720,23874.75,23878,23865.25,23874,0,0,0,0,0,0
1775100780,23872,23873,23862.75,23864,0,0,0,0,0,0
1775100840,23863,23877,23863,23869.5,0,0,0,0,0,0
1775100900,23868.5,23872.5,23863.25,23867.25,0,0,0,0,0,0
1775100960,23869.25,23870.75,23864,23866,0,0,0,0,0,0
1775101020,23867.5,23868.25,23853.5,23854.75,0,0,0,0,0,0
1775101080,23854.5,23858,23839.25,23842.25,0,0,0,0,0,0
1775101140,23844.75,23853.5,23842.75,23849.25,0,0,0,0,0,0
1775101200,23847.25,23847.25,23835.5,23837.25,0,0,0,0,0,0
1775101260,23838.25,23839.5,23834.5,23836.75,0,0,0,0,0,0
1775101320,23837.75,23838.75,23828,23836.5,0,0,0,0,0,0
1775101380,23836.75,23858.75,23836.25,23856.5,0,0,0,0,0,0
1775101440,23857,23857,23841.5,23846.25,0,0,0,0,0,0
1775101500,23846.5,23848.25,23836.25,23838.25,0,0,0,0,0,0
1775101560,23837.5,23841.75,23832,23841,0,0,0,0,0,0
1775101620,23842,23844,23837.75,23842,0,0,0,0,0,0
1775101680,23842,23844.25,23835.25,23835.75,0,0,0,0,0,0
1775101740,23835.25,23835.75,23826,23827.25,0,0,0,0,0,0
1775101800,23827.5,23830,23820.25,23828.75,0,0,0,0,0,0
1775101860,23828.25,23835.25,23821,23824.75,0,0,0,0,0,0
1775101920,23825.25,23825.75,23817,23825.25,0,0,0,0,0,0
1775101980,23826.5,23828.75,23822.75,23826.5,0,0,0,0,0,0
1775102040,23825.5,23825.75,23818.5,23820.25,0,0,0,0,0,0
1775102100,23818.25,23827,23818.25,23825,0,0,0,0,0,0
1775102160,23824.25,23824.25,23815,23817.75,0,0,0,0,0,0
1775102220,23816.5,23824.5,23815,23822.75,0,0,0,0,0,0
1775102280,23822.25,23824,23816,23821.5,0,0,0,0,0,0
1775102340,23821.25,23826.25,23820.25,23821.5,0,0,0,0,0,0
1775102400,23821.75,23832,23821.75,23827.75,0,0,0,0,1,0
1775102460,23828.25,23834.25,23828.25,23830.5,0,0,0,0,0,0
1775102520,23829.75,23838,23827.25,23828.25,0,0,0,0,0,0
1775102580,23828.25,23833,23825,23827,0,0,0,0,0,0
1775102640,23828,23830.5,23824.75,23827.5,0,0,0,0,0,0
1775102700,23828,23829,23809.25,23814.75,0,0,0,0,0,0
1775102760,23815.5,23817.75,23809.5,23814.5,0,0,0,0,0,0
1775102820,23814.25,23820,23811.75,23813.75,0,0,0,0,0,0
1775102880,23814,23815,23811,23814.75,0,0,0,0,0,0
1775102940,23814.75,23820.25,23814.75,23819.25,0,0,0,0,0,0
1775103000,23818.25,23818.25,23812.75,23813.25,0,0,0,0,0,0
1775103060,23814.5,23821.5,23813.5,23817.25,0,0,0,0,0,0
1775103120,23817.5,23819.75,23812.5,23815.75,0,0,0,0,0,0
1775103180,23815.75,23833.25,23815.75,23820.5,0,0,0,0,0,0
1775103240,23820.75,23822.5,23818.5,23821.75,0,0,0,0,0,0
1775103300,23822.75,23839.25,23822.75,23833.25,0,0,0,0,0,0
1775103360,23831.75,23839.5,23831.75,23835.5,0,0,0,0,0,0
1775103420,23836.25,23838.25,23835,23838,0,0,0,0,0,0
1775103480,23838.5,23841.25,23830.75,23830.75,0,0,0,0,0,0
1775103540,23832,23833,23828.5,23833,0,0,0,0,0,0
1775103600,23830.75,23834,23825.75,23830.5,0,0,0,0,0,0
1775103660,23830.5,23830.5,23823.5,23824.75,0,0,0,0,0,0
1775103720,23827.5,23828,23818.25,23820,0,0,0,0,0,0
1775103780,23819.75,23824.25,23818,23820,0,0,0,0,0,0
1775103840,23817.75,23823.5,23817.75,23823.5,0,0,0,0,0,0
1775103900,23821.25,23824,23820.75,23822,0,0,0,0,0,0
1775103960,23822.75,23822.75,23817.75,23821.25,0,0,0,0,0,0
1775104020,23822,23824.75,23816.25,23817,0,0,0,0,0,0
1775104080,23816.75,23818,23812.25,23815.5,0,0,0,0,0,0
1775104140,23816.25,23819.5,23812.75,23819,0,0,0,0,0,0
1775104200,23819,23823.5,23814.5,23819.75,0,0,0,0,0,0
1775104260,23820.5,23828.5,23817.75,23822.75,0,0,0,0,0,0
1775104320,23821.75,23824.5,23818.75,23824.5,0,0,0,0,0,0
1775104380,23823,23826.5,23819,23820,0,0,0,0,0,0
1775104440,23820.5,23820.5,23813.75,23819,0,0,0,0,0,0
1775104500,23818.75,23819.5,23815.5,23815.5,0,0,0,0,0,0
1775104560,23815,23815,23804.75,23805.25,0,0,0,0,0,0
1775104620,23805.5,23813,23805.25,23809.5,0,0,0,0,0,0
1775104680,23809,23810.5,23804,23810,0,0,0,0,0,0
1775104740,23811,23811.25,23806.5,23808,0,0,0,0,0,0
1775104800,23807,23809.25,23802.25,23804,0,0,0,0,0,0
1775104860,23804,23804.5,23800.25,23802.5,0,0,0,0,0,0
1775104920,23802,23807,23801,23805.75,0,0,0,0,0,0
1775104980,23806.25,23814,23805.25,23809.5,0,0,0,0,0,0
1775105040,23809.75,23814.5,23809.75,23813.75,0,0,0,0,0,0
1775105100,23812.5,23818.25,23808.75,23816,0,0,0,0,0,0
1775105160,23817.25,23818.75,23811.75,23812.5,0,0,0,0,0,0
1775105220,23812.25,23815,23803,23806,0,0,0,0,0,0
1775105280,23805.5,23807.25,23803,23807.25,0,0,0,0,0,0
1775105340,23805.5,23810.5,23803.75,23807.75,0,0,0,0,0,0
1775105400,23809.25,23813.25,23808.5,23810.5,0,0,0,0,0,0
1775105460,23811,23812.25,23805,23806.5,0,0,0,0,0,0
1775105520,23806.5,23807.5,23801.25,23807.25,0,0,0,0,0,0
1775105580,23807,23807,23795.75,23796.25,0,0,0,0,0,0
1775105640,23796.5,23799.25,23795,23795.25,0,0,0,0,0,0
1775105700,23797,23799,23796.25,23796.75,0,0,0,0,0,0
1775105760,23797.5,23805.5,23796,23801,0,0,0,0,0,0
1775105820,23801,23809.25,23800,23807.75,0,0,0,0,0,0
1775105880,23807.75,23809,23803,23809,0,0,0,0,0,0
1775105940,23806.25,23807,23803,23803,0,0,0,0,0,0
1775106000,23805.25,23816.25,23805.25,23815.5,0,0,0,0,0,0
1775106060,23813.5,23823.5,23811.75,23822.5,0,0,0,0,0,0
1775106120,23824,23826,23814.25,23816.75,0,0,0,0,0,0
1775106180,23816.5,23819,23814.25,23815.75,0,0,0,0,0,0
1775106240,23815.5,23818.75,23810.75,23812.25,0,0,0,0,0,0
1775106300,23813,23817.5,23809.75,23812.5,0,0,0,0,0,0
1775106360,23812,23820.75,23811.75,23815,0,0,0,0,0,0
1775106420,23816,23820,23812,23816.75,0,0,0,0,0,0
1775106480,23818.75,23819,23810.5,23813.75,0,0,0,0,0,0
1775106540,23812.25,23812.25,23805,23809.75,0,0,0,0,0,0
1775106600,23810.5,23810.75,23807.25,23808.75,0,0,0,0,0,0
1775106660,23810,23811.75,23804,23805.5,0,0,0,0,0,0
1775106720,23805.25,23819.25,23805.25,23818.25,0,0,0,0,0,0
1775106780,23818,23818,23808.5,23811.5,0,0,0,0,0,0
1775106840,23809,23811,23802.75,23807.25,0,0,0,0,0,0
1775106900,23805.75,23812.75,23805.75,23811,0,0,0,0,0,0
1775106960,23810.25,23815.25,23805.75,23807.75,0,0,0,0,0,0
1775107020,23807.5,23807.5,23802.25,23804.5,0,0,0,0,0,0
1775107080,23803.75,23803.75,23798.5,23800,0,0,0,0,0,0
1775107140,23801.5,23803,23800.25,23802.75,0,0,0,0,0,0
1775107200,23801,23809.25,23801,23805.5,0,0,0,0,0,0
1775107260,23806,23807,23795.5,23800.75,0,0,0,0,0,0
1775107320,23802,23804.5,23800,23800,0,0,0,0,0,0
1775107380,23801.5,23810,23801.5,23805.25,0,0,0,0,0,0
1775107440,23804.25,23805,23801.75,23802,0,0,0,0,0,0
1775107500,23802,23802.75,23793.25,23798.5,0,0,0,0,0,0
1775107560,23797.5,23805,23796.75,23804.75,0,0,0,0,0,0
1775107620,23805.75,23811.25,23804.75,23805.75,0,0,0,0,0,0